"date","hf_excess_return","market_excess_return","high_minus_low","small_minus_big"
01/01/1968,7.21217,-4.06,4.75,3.91
01/02/1968,-5.83669,-3.75,1.17,-2.95
01/03/1968,-2.18273,0.2,-0.59,-1.28
01/04/1968,14.8175,9.05,-1.03,5.73
01/05/1968,11.39872,2.28,0.84,6.43
01/06/1968,1.40557,0.69,0.67,-0.17
01/07/1968,3.13146,-2.72,5.48,-1.3
01/08/1968,5.61545,1.34,1,2.34
01/09/1968,7.80345,4.03,0.23,2.76
01/10/1968,3.7896,0.42,2.89,-0.47
01/11/1968,7.16865,5.43,-0.9,2.35
01/12/1968,0.28572,-3.94,0.02,3.44
01/01/1969,0.08688,-1.25,1.69,-0.78
01/02/1969,-9.45738,-5.84,0.91,-3.89
01/03/1969,1.73781,2.64,-0.46,-0.25
01/04/1969,0.43152,1.46,0.03,-0.88
01/05/1969,0.55934,-0.1,0.73,-0.27
01/06/1969,-15.40562,-7.18,-1.09,-5.39
01/07/1969,-9.10456,-7,1.42,-3.21
01/08/1969,0.61301,4.68,-3.87,0.94
01/09/1969,-5.88253,-2.98,-3.19,1.2
01/10/1969,5.46123,5.06,-3.19,3.81
01/11/1969,-8.49461,-3.79,-1.12,-2.53
01/12/1969,-11.31628,-2.63,-3.02,-3.67
01/01/1970,-0.46209,-8.1,3.04,2.9
01/02/1970,7.74339,5.13,4.04,-2.4
01/03/1970,1.87315,-1.06,4.25,-2.32
01/04/1970,-9.93193,-11,6.4,-6.11
01/05/1970,-7.65625,-6.92,3.6,-4.52
01/06/1970,-7.32812,-5.79,0.87,-2.16
01/07/1970,7.64836,6.93,0.96,-0.54
01/08/1970,7.83072,4.49,1.03,1.52
01/09/1970,7.23703,4.18,-5.58,8.62
01/10/1970,-7.22387,-2.28,0.27,-4.28
01/11/1970,1.86042,4.6,1.63,-4.07
01/12/1970,10.82533,5.72,1.01,2.97
01/01/1971,15.87128,4.84,1.38,7.37
01/02/1971,1.97949,1.41,-1.29,1.88
01/03/1971,1.79195,4.13,-4.04,2.54
01/04/1971,3.56596,3.15,0.72,-0.49
01/05/1971,-7.26521,-3.98,-1.38,-1.1
01/06/1971,-4.66833,-0.1,-2.06,-1.42
01/07/1971,-6.17304,-4.5,0.17,-1.5
01/08/1971,7.28847,3.79,2.67,-0.16
01/09/1971,-4.40327,-0.85,-2.96,0.41
01/10/1971,-7.2893,-4.42,-0.43,-1.8
01/11/1971,-6.30691,-0.46,-1.7,-2.85
01/12/1971,12.43864,8.71,-0.35,3.32
01/01/1972,12.79947,2.49,1.99,6.12
01/02/1972,0.83298,2.87,-2.76,1.37
01/03/1972,-2.04989,0.63,-1.73,-0.27
01/04/1972,0.61725,0.29,0.23,0.01
01/05/1972,-5.85588,1.25,-2.69,-2.79
01/06/1972,-5.47831,-2.43,-2.51,0.33
01/07/1972,-3.3016,-0.8,0.78,-2.89
01/08/1972,4.65119,3.26,4.69,-4.09
01/09/1972,-3.80185,-1.14,0.47,-2.67
01/10/1972,-0.98598,0.52,1.37,-2.74
01/11/1972,9.7939,4.6,4.76,-1.11
01/12/1972,-4.76578,0.62,-2.27,-1.86
01/01/1973,-3.96957,-3.29,2.68,-3.48
01/02/1973,-7.51153,-4.85,1.7,-3.99
01/03/1973,-1.00676,-1.3,2.78,-2.82
01/04/1973,-2.89564,-5.68,5.69,-3.99
01/05/1973,-10.23234,-2.94,0.21,-6.12
01/06/1973,-3.25408,-1.56,1.44,-2.95
01/07/1973,7.57041,5.05,-5.35,7.92
01/08/1973,-4.80752,-3.82,1.13,-2.02
01/09/1973,11.42178,4.75,2.19,2.94
01/10/1973,1.27371,-0.83,1.75,-0.23
01/11/1973,-16.82846,-12.75,4.09,-7.71
01/12/1973,-0.31132,0.61,4.1,-5.29
01/01/1974,20.03147,-0.17,5.98,9.76
01/02/1974,3.07203,-0.47,2.56,0.04
01/03/1974,0.10782,-2.81,-0.11,2.51
01/04/1974,-4.80118,-5.29,1.03,-0.7
01/05/1974,-11.25763,-4.68,-2.07,-3
01/06/1974,-2.0625,-2.83,0.77,-0.2
01/07/1974,0.00901,-8.05,5.14,0.92
01/08/1974,-6.88836,-9.35,2.5,-0.68
01/09/1974,-4.08788,-11.77,5.49,0.27
01/10/1974,-1.69345,16.1,-9.99,-3.51
01/11/1974,-6.2309,-4.51,-0.16,-1.17
01/12/1974,-9.46563,-3.45,0,-4.84
01/01/1975,38.93507,13.66,8.44,11.01
01/02/1975,-0.40778,5.56,-4.56,0.16
01/03/1975,10.72781,2.66,2.49,3.75
01/04/1975,2.09525,4.23,-1.11,-0.54
01/05/1975,4.49427,5.19,-4.02,3.83
01/06/1975,7.62287,4.83,1.32,0.76
01/07/1975,-1.02506,-6.59,1.7,2.69
01/08/1975,-8.06661,-2.85,-0.9,-3.2
01/09/1975,-4.0101,-4.26,0.34,-0.13
01/10/1975,0.82205,5.31,0.3,-4.02
01/11/1975,3.92039,2.64,1.99,-1.19
01/12/1975,-0.16746,-1.6,1.75,-0.76
01/01/1976,29.9544,12.16,8.58,4.8
01/02/1976,16.88739,0.32,5.78,7.03
01/03/1976,0.85525,2.32,-0.04,-1.17
01/04/1976,-1.62183,-1.49,-0.06,-0.03
01/05/1976,-4.68015,-1.34,-1.32,-1.24
01/06/1976,3.36532,4.05,0.68,-1.35
01/07/1976,1.65643,-1.07,1.74,0.3
01/08/1976,-1.97653,-0.56,0.79,-2.01
01/09/1976,1.70164,2.07,-0.29,0
01/10/1976,-2.31291,-2.42,-0.12,0.25
01/11/1976,5.30556,0.36,1.52,2.32
01/12/1976,12.44491,5.65,2.21,3
01/01/1977,7.60993,-4.05,4.26,4.78
01/02/1977,0.04711,-1.94,0.5,1.08
01/03/1977,1.22686,-1.37,1.02,0.99
01/04/1977,4.76413,0.15,3.47,-0.1
01/05/1977,1.13197,-1.45,0.84,1.18
01/06/1977,6.52311,4.71,-0.64,2.13
01/07/1977,0.09229,-1.69,-0.59,2.12
01/08/1977,-3.69703,-1.75,-2.79,1.52
01/09/1977,0.84869,-0.27,-0.49,1.45
01/10/1977,-0.50909,-4.38,1.72,1.27
01/11/1977,9.05211,4,0.31,3.72
01/12/1977,1.43604,0.27,-0.37,1.35
01/01/1978,1.18599,-6.01,3.31,2.22
01/02/1978,4.06673,-1.38,0.76,3.59
01/03/1978,8.82637,2.85,1.2,3.48
01/04/1978,3.63561,7.88,-3.54,0.4
01/05/1978,6.56913,1.76,-0.62,4.56
01/06/1978,1.18106,-1.69,0.59,1.69
01/07/1978,3.98229,5.11,-1.11,0.26
01/08/1978,9.41195,3.75,-0.46,5.06
01/09/1978,0.62796,-1.43,1.87,-0.39
01/10/1978,-22.37868,-11.91,1.36,-9.88
01/11/1978,3.42562,2.71,-2.22,3.01
01/12/1978,-0.56495,0.88,-2.19,1.24
01/01/1979,11.89712,4.23,2.27,3.66
01/02/1979,-1.41164,-3.56,1.2,0.45
01/03/1979,8.76387,5.68,-0.67,3.19
01/04/1979,4.06156,-0.06,1.05,2.18
01/05/1979,-0.23431,-2.21,1.32,0.16
01/06/1979,7.36286,3.85,1.48,1.17
01/07/1979,4.71236,0.82,1.7,1.26
01/08/1979,6.03588,5.53,-1.55,2.08
01/09/1979,-2.33485,-0.82,-0.87,-0.25
01/10/1979,-14.86043,-8.1,-1.86,-3.34
01/11/1979,4.2122,5.21,-3.25,2.74
01/12/1979,4.25134,1.79,-1.98,4.17
01/01/1980,10.06837,5.51,1.8,1.65
01/02/1980,-2.62773,-1.22,0.62,-1.82
01/03/1980,-22.69414,-12.9,-1.06,-6.64
01/04/1980,6.65265,3.97,1.06,0.97
01/05/1980,8.51518,5.26,0.39,2.16
01/06/1980,3.94568,3.06,-0.89,1.67
01/07/1980,3.21321,6.49,-6.3,4.25
01/08/1980,3.04458,1.8,-2.64,3.92
01/09/1980,-3.23244,2.19,-4.79,0.89
01/10/1980,0.36835,1.06,-2.74,2.47
01/11/1980,-5.95036,9.59,-8.35,-3.45
01/12/1980,-1.25599,-4.52,2.68,-0.28
01/01/1981,7.94105,-5.04,6.84,3
01/02/1981,1.51058,0.57,0.97,-0.31
01/03/1981,8.94339,3.56,0.67,3.58
01/04/1981,6.40745,-2.11,2.26,4.42
01/05/1981,1.98931,0.11,-0.43,2
01/06/1981,3.56242,-2.36,5.13,-0.85
01/07/1981,-5.14534,-1.54,-0.66,-2.18
01/08/1981,-2.92928,-7.04,4.84,-1.95
01/09/1981,-3.4331,-7.17,5.2,-2.66
01/10/1981,1.85794,4.92,-4.21,2.13
01/11/1981,4.81035,3.36,1.9,-0.96
01/12/1981,-1.24677,-3.65,0.74,1.17
01/01/1982,-0.53187,-3.24,3.17,-1.29
01/02/1982,3.00157,-5.86,6.1,0.49
01/03/1982,3.03804,-1.87,3.78,-0.19
01/04/1982,1.37167,3.27,-2.78,1.51
01/05/1982,-0.98214,-3.99,1.81,0.47
01/06/1982,-1.52307,-3.09,1.54,-0.4
01/07/1982,-1.98795,-3.19,0.15,0.84
01/08/1982,7.77898,11.14,1.16,-4.11
01/09/1982,5.32069,1.29,0.34,2.88
01/10/1982,9.30193,11.3,-3.68,2.35
01/11/1982,7.94459,4.67,-1.96,4.77
01/12/1982,0.34522,0.55,0.01,-0.18
01/01/1983,5.79857,3.6,-0.86,2.7
01/02/1983,7.51677,2.59,0.67,3.23
01/03/1983,7.86678,2.82,2.07,1.77
01/04/1983,8.23221,6.67,0.6,0.53
01/05/1983,6.21788,0.52,-1.4,6.16
01/06/1983,-1.05073,3.07,-3.87,0.91
01/07/1983,5.3611,-4.07,5.62,1.46
01/08/1983,1.77365,-0.5,5.55,-4.3
01/09/1983,3.10937,0.91,1.09,0.56
01/10/1983,-1.00483,-3.44,5.06,-3.6
01/11/1983,3.84878,2.16,-0.62,2.04
01/12/1983,0.12715,-1.78,1.67,-0.29
01/01/1984,7.9462,-1.92,7.63,-0.43
01/02/1984,-2.39745,-4.82,3.36,-1.71
01/03/1984,1.37217,0.63,0.48,0.07
01/04/1984,-0.24333,-0.51,1.29,-1.2
01/05/1984,-5.65457,-5.97,0.26,0.03
01/06/1984,-2.11459,1.82,-2.6,-0.32
01/07/1984,-4.8269,-2.74,0.49,-2.21
01/08/1984,7.57605,10.28,-1.85,-0.25
01/09/1984,6.71034,-0.8,5.32,0.2
01/10/1984,-1.63503,-0.84,0.51,-1.2
01/11/1984,3.03704,-1.76,4.08,-0.62
01/12/1984,0.89381,1.84,-0.17,-0.6
01/01/1985,4.70753,7.99,-5.43,3.27
01/02/1985,2.01334,1.22,-0.12,0.76
01/03/1985,3.3291,-0.84,4.1,-1.15
01/04/1985,4.30126,-0.96,3.73,0.14
01/05/1985,1.19297,5.09,-0.86,-2.25
01/06/1985,2.40874,1.27,0.4,0.46
01/07/1985,0.54459,-0.74,-1.63,2.85
01/08/1985,1.66074,-1.02,2.28,-0.34
01/09/1985,-4.73462,-4.54,1.32,-1.58
01/10/1985,3.18828,4.02,0.78,-1.57
01/11/1985,2.91785,6.48,-2.87,0.23
01/12/1985,1.23041,3.88,-1.53,-0.49
01/01/1986,2.88937,0.65,0.53,1.22
01/02/1986,5.12231,7.13,-0.94,-0.65
01/03/1986,3.69777,4.88,-0.44,-0.52
01/04/1986,-1.71479,-1.31,-2.85,2.84
01/05/1986,2.89319,4.62,-0.11,-1.32
01/06/1986,1.83903,1.03,1.4,-0.91
01/07/1986,-4.16319,-6.45,4.78,-3.38
01/08/1986,5.80716,6.07,3.52,-4.17
01/09/1986,-1.54061,-8.6,3.19,2.28
01/10/1986,-0.13946,4.66,-1.32,-2.48
01/11/1986,-1.25763,1.17,-0.06,-1.92
01/12/1986,-2.71245,-3.27,0.37,0.08
01/01/1987,6.04265,12.47,-3.18,-1.81
01/02/1987,0.56857,4.39,-5.99,3.49
01/03/1987,4.38712,1.64,1.66,0.37
01/04/1987,-4.67032,-2.11,-0.33,-1.69
01/05/1987,-0.36426,0.11,0.13,-0.53
01/06/1987,2.75719,3.94,1.07,-2.18
01/07/1987,3.96283,3.85,0.66,-0.67
01/08/1987,1.43817,3.52,-0.9,-0.72
01/09/1987,-1.59247,-2.59,0.28,0.52
01/10/1987,-28.15268,-23.24,4.23,-8.43
01/11/1987,-0.15673,-7.77,3.14,2.77
01/12/1987,0.92788,6.81,-4.49,0.13
01/01/1988,10.24269,4.21,5.08,-0.77
01/02/1988,6.7031,4.75,-1.65,3.36
01/03/1988,6.31802,-2.27,0.74,6.16
01/04/1988,4.05198,0.56,1.69,0.96
01/05/1988,-0.41893,-0.29,2.3,-2.64
01/06/1988,6.05546,4.79,-1.07,2.16
01/07/1988,1.58543,-1.25,2.27,-0.21
01/08/1988,-0.5308,-3.31,2.03,0.04
01/09/1988,0.8619,3.3,-0.68,-1.25
01/10/1988,-0.0833,1.15,1.71,-2.9
01/11/1988,-2.77178,-2.29,1.24,-1.74
01/12/1988,1.7983,1.49,-1.55,1.95
01/01/1989,4.23846,6.1,0.51,-2.14
01/02/1989,2.31555,-2.25,0.87,2.76
01/03/1989,3.12184,1.57,0.46,0.74
01/04/1989,1.67935,4.33,-1.45,-0.59
01/05/1989,2.22979,3.35,-0.82,-0.04
01/06/1989,0.38076,-1.35,2.19,-1.01
01/07/1989,-1.54792,7.2,-2.84,-4.02
01/08/1989,3.04971,1.44,0.72,0.5
01/09/1989,-2.24878,-0.76,-1.34,0.28
01/10/1989,-9.19734,-3.67,-1.03,-3.3
01/11/1989,-2.02743,1.03,-1.12,-1.24
01/12/1989,-1.41977,1.16,0.28,-2.41
01/01/1990,-8.34955,-7.85,0.87,-1.29
01/02/1990,3.21874,1.11,0.61,1.03
01/03/1990,-0.24213,1.83,-2.9,1.52
01/04/1990,-7.50899,-3.36,-2.55,-0.5
01/05/1990,0.23561,8.42,-3.74,-2.57
01/06/1990,-1.98416,-1.09,-1.94,1.43
01/07/1990,-5.89421,-1.9,-0.01,-3.21
01/08/1990,-12.53693,-10.15,1.58,-3.58
01/09/1990,-9.73127,-6.12,0.73,-3.67
01/10/1990,-8.43436,-1.92,0.22,-5.5
01/11/1990,2.52409,6.35,-3.16,0.33
01/12/1990,1.35364,2.46,-1.54,0.79
01/01/1991,6.91009,4.69,-1.84,3.79
01/02/1991,11.42776,7.19,-0.54,3.96
01/03/1991,5.79301,2.65,-1.23,3.89
01/04/1991,2.27172,-0.28,1.42,0.5
01/05/1991,2.5017,3.65,-0.57,-0.34
01/06/1991,-3.25085,-4.94,1.21,0.07
01/07/1991,1.43123,4.24,-1.25,-0.93
01/08/1991,3.251,2.32,-0.78,1.59
01/09/1991,-0.97066,-1.59,-1,1.63
01/10/1991,1.8305,1.29,-0.43,0.9
01/11/1991,-7.46135,-4.19,-1.93,-0.48
01/12/1991,2.69624,10.84,-4.03,-2.24
01/01/1992,16.01805,-0.59,4.51,8.47
01/02/1992,10.89395,1.09,6.37,0.88
01/03/1992,1.02675,-2.66,3.65,-1.03
01/04/1992,-0.58948,1.07,4.31,-6.12
01/05/1992,2.53582,0.3,1.28,0.39
01/06/1992,-1.53866,-2.34,3.4,-3.09
01/07/1992,2.54315,3.77,-0.53,-0.44
01/08/1992,-3.97349,-2.38,-1.03,-0.12
01/09/1992,1.6086,1.19,-0.21,0.56
01/10/1992,0.68428,1.02,-2.1,2.05
01/11/1992,6.72226,4.13,-1.48,3.7
01/12/1992,7.01616,1.53,2.52,1.64
01/01/1993,11.45976,0.93,5.87,2.03
01/02/1993,4.65153,0.12,6.42,-3.43
01/03/1993,4.26885,2.3,1.22,0.23
01/04/1993,-0.39181,-3.05,2.61,-0.7
01/05/1993,0.68894,2.89,-3.41,1.96
01/06/1993,3.50583,0.31,2.62,-0.31
01/07/1993,5.23809,-0.34,3.25,0.93
01/08/1993,3.52475,3.71,-0.45,0.31
01/09/1993,3.12339,-0.12,-0.44,3.11
01/10/1993,1.12403,1.41,-1.54,1.46
01/11/1993,-4.02703,-1.89,-0.27,-1.42
01/12/1993,3.96204,1.65,0.56,1.23
01/01/1994,5.94345,2.87,2.1,0.14
01/02/1994,-1.18825,-2.55,-1.46,2.74
01/03/1994,-4.28199,-4.78,1.29,-0.98
01/04/1994,1.84288,0.68,1.67,-0.92
01/05/1994,-1.61371,0.58,0.2,-2.01
01/06/1994,-1.32222,-3.03,1.69,-0.45
01/07/1994,1.57604,2.82,0.62,-1.72
01/08/1994,1.8853,4.01,-2.8,1.34
01/09/1994,-1.44459,-2.31,-1.91,2.83
01/10/1994,-3.92772,1.34,-1.74,-2.35
01/11/1994,-5.0474,-4.04,-0.94,0.26
01/12/1994,1.64858,0.86,0.54,0.04
01/01/1995,-0.33044,1.8,0.81,-2.64
01/02/1995,4.32817,3.63,1.09,-0.67
01/03/1995,-0.12368,2.19,-1.09,-0.69
01/04/1995,4.45131,2.11,2.27,-0.63
01/05/1995,2.55687,2.9,1.72,-2.21
01/06/1995,3.25448,2.72,-2.28,2.93
01/07/1995,4.07057,3.72,-1.67,2.09
01/08/1995,6.22373,0.55,2.71,1.59
01/09/1995,-0.23018,3.35,-0.75,-2.11
01/10/1995,-7.16831,-1.52,-0.73,-3.75
01/11/1995,3.8612,3.96,0.94,-1.16
01/12/1995,2.94948,1.03,0.87,0.58
01/01/1996,-0.52376,2.26,0.31,-2.62
01/02/1996,1.74158,1.33,-1.42,1.89
01/03/1996,3.7394,0.73,1.01,1.31
01/04/1996,2.79929,2.06,-3.91,4.91
01/05/1996,4.50833,2.36,-1.2,3.05
01/06/1996,-3.45019,-1.14,1.56,-3.58
01/07/1996,-4.68871,-5.97,4.45,-3.83
01/08/1996,5.01385,2.77,-0.46,2.3
01/09/1996,-0.32018,5.01,-3.15,-0.88
01/10/1996,2.39443,0.86,5.13,-4.44
01/11/1996,3.11453,6.25,1.17,-3.89
01/12/1996,3.42592,-1.7,0.88,3.19
01/01/1997,0.52469,4.98,-1.64,-1.84
01/02/1997,3.0079,-0.49,5.2,-2.91
01/03/1997,-0.35202,-5.02,3.81,-0.38
01/04/1997,-2.95712,4.04,-0.06,-5.65
01/05/1997,7.56027,6.74,-3.89,4.9
01/06/1997,7.4597,4.1,1.23,1.32
01/07/1997,5.07529,7.33,0.82,-2.8
01/08/1997,6.70886,-4.15,1.38,7.31
01/09/1997,8.64764,5.35,0.01,2.61
01/10/1997,-2.01242,-3.8,1.95,-0.68
01/11/1997,-2.03375,2.98,0.78,-4.95
01/12/1997,3.15776,1.32,3.45,-2.35
01/01/1998,-3.25958,0.15,-1.45,-1.16
01/02/1998,6.95635,7.04,-0.13,0.01
01/03/1998,5.10016,4.76,1.05,-0.93
01/04/1998,2.00138,0.73,0.73,0.21
01/05/1998,-2.04197,-3.07,4.16,-3.75
01/06/1998,-3.86409,3.18,-2.33,-3.16
01/07/1998,-10.12156,-2.46,-0.96,-5.12
01/08/1998,-18.17289,-16.08,3.4,-5.31
01/09/1998,1.53505,6.15,-3.31,-0.14
01/10/1998,0.13489,7.13,-2.21,-3.29
01/11/1998,3.19368,6.1,-3.15,1.07
01/12/1998,-0.29736,6.16,-4.46,-0.35
01/01/1999,-1.50137,3.5,-4.03,0.37
01/02/1999,-9.20549,-4.08,1.4,-5.67
01/03/1999,-4.95884,3.45,-2.65,-3.92
01/04/1999,12.77109,4.33,2.53,4
01/05/1999,5.00543,-2.46,2.4,3.42
01/06/1999,3.66678,4.77,-3.6,3.05
01/07/1999,-1.28269,-3.49,-0.76,2.67
01/08/1999,-4.7562,-1.38,-1.31,-1.27
01/09/1999,-3.32773,-2.79,-3.39,3.34
01/10/1999,-6.33463,6.12,-2.89,-6.95
01/11/1999,3.6059,3.37,-6.51,7.37
01/12/1999,4.68246,7.72,-8.73,7.12
01/01/2000,0.93722,-4.74,-0.28,4.95
01/02/2000,15.68922,2.45,-9.93,21.7
01/03/2000,-5.49502,5.2,7.37,-16.87
01/04/2000,-4.23438,-6.4,8.61,-7.72
01/05/2000,-7.27806,-4.42,2.57,-5.11
01/06/2000,8.3158,4.64,-9.86,13.85
01/07/2000,5.0569,-2.51,8.06,-2.76
01/08/2000,4.8036,7.03,-0.66,-1.15
01/09/2000,1.22535,-5.45,6.13,-1.32
01/10/2000,0.20778,-2.76,5.64,-3.81
01/11/2000,1.12376,-10.72,11.26,-2.77
01/12/2000,12.4631,1.19,7.38,0.96
01/01/2001,4.60506,3.13,-4.86,6.54
01/02/2001,6.52805,-10.05,12.87,-0.72
01/03/2001,1.91798,-7.26,6.46,0.35
01/04/2001,2.2524,7.94,-4.72,0.54
01/05/2001,8.23447,0.72,3.17,2.58
01/06/2001,4.06188,-1.94,-1.03,6.03
01/07/2001,0.09251,-2.13,5.57,-4.35
01/08/2001,-0.03736,-6.46,2.5,2.5
01/09/2001,-14.73205,-9.25,1.6,-6.12
01/10/2001,0.83893,2.46,-8.1,7.63
01/11/2001,9.87634,7.54,2.01,-0.41
01/12/2001,8.76673,1.61,1.1,4.57
01/01/2002,4.55048,-1.44,3.33,1.19
01/02/2002,-0.26265,-2.29,2.5,-1.1
01/03/2002,11.02005,4.24,1.1,4.23
01/04/2002,7.44392,-5.2,3.93,5.94
01/05/2002,-3.06519,-1.38,1.68,-3.21
01/06/2002,-1.85821,-7.21,0.12,4.27
01/07/2002,-19.51888,-8.18,-3.44,-5.3
01/08/2002,0.95187,0.5,2.53,-2.44
01/09/2002,-5.49155,-10.35,1.32,2.57
01/10/2002,-3.09135,7.84,-5.45,-2.9
01/11/2002,8.009,5.96,-1.12,2.84
01/12/2002,-2.76793,-5.76,2.23,0.01
01/01/2003,-2.18116,-2.57,-0.94,1.38
01/02/2003,-4.29868,-1.88,-1.45,-0.34
01/03/2003,-0.62038,1.09,-2.07,0.89
01/04/2003,10.40982,8.22,1.03,0.56
01/05/2003,11.50766,6.05,-0.29,4.69
01/06/2003,4.43588,1.42,0.69,1.67
01/07/2003,7.27895,2.35,-1.14,5.24
01/08/2003,8.34107,2.34,2.03,2.6
01/09/2003,-0.24681,-1.24,0.01,0.8
01/10/2003,11.86879,6.08,1.77,2.68
01/11/2003,6.39443,1.35,1.85,2.02
01/12/2003,3.92686,4.29,2.41,-3
01/01/2004,8.32585,2.15,1.97,2.8
01/02/2004,0.34443,1.4,0.5,-1.43
01/03/2004,1.12412,-1.32,0.22,1.75
01/04/2004,-7.96907,-1.83,-2.62,-2.06
01/05/2004,0.4006,1.17,-0.39,-0.21
01/06/2004,6.56059,1.86,1.39,2.26
01/07/2004,-3.19482,-4.06,4.11,-3.81
01/08/2004,-0.5192,0.08,1.03,-1.62
01/09/2004,5.01975,1.6,-0.25,3.03
01/10/2004,0.96032,1.43,-0.63,0.31
01/11/2004,11.85316,4.54,1.79,3.9
01/12/2004,3.49848,3.43,-0.08,0.11
01/01/2005,-1.97362,-2.76,1.96,-1.51
01/02/2005,3.54419,1.89,1.65,-0.5
01/03/2005,-1.49255,-1.97,1.61,-1.37
01/04/2005,-8.02114,-2.61,-0.35,-3.98
01/05/2005,6.13769,3.65,-0.81,2.88
01/06/2005,7.40693,0.57,2.63,2.62
01/07/2005,6.87075,3.92,-0.52,2.93
01/08/2005,-0.64159,-1.22,1.27,-0.92
01/09/2005,0.82303,0.49,0.77,-0.58
01/10/2005,-3.22788,-2.02,0.22,-1.21
01/11/2005,3.14398,3.61,-1.19,0.9
01/12/2005,-0.21609,-0.25,0.44,-0.46
01/01/2006,11.31005,3.04,1.13,5.42
01/02/2006,-1.09212,-0.3,-0.25,-0.37
01/03/2006,6.66026,1.46,0.6,3.54
01/04/2006,2.64977,0.73,2.61,-1.34
01/05/2006,-3.90416,-3.57,2.54,-3.05
01/06/2006,0.40668,-0.35,0.87,-0.35
01/07/2006,-1.79433,-0.78,2.94,-4.07
01/08/2006,0.84328,2.03,-1.71,0.91
01/09/2006,0.22095,1.84,0.04,-1.37
01/10/2006,5.3555,3.23,-0.03,1.73
01/11/2006,2.90155,1.71,0.08,0.86
01/12/2006,3.84391,0.87,3.16,-1.1
01/01/2007,1.38442,1.4,-0.11,0.1
01/02/2007,-0.4919,-1.96,-0.1,1.32
01/03/2007,0.33002,0.68,-0.22,-0.05
01/04/2007,-0.57445,3.49,-1.15,-2.06
01/05/2007,3.24056,3.24,-0.04,0.02
01/06/2007,-2.55552,-1.96,-1.12,0.77
01/07/2007,-11.41959,-3.73,-3.33,-2.51
01/08/2007,-2.29548,0.92,-2.24,-0.13
01/09/2007,-2.10196,3.22,-1.86,-2.29
01/10/2007,-1.44947,1.8,-2.6,0.22
01/11/2007,-9.7313,-4.83,-1.18,-2.62
01/12/2007,-1.32034,-0.87,-0.51,0.2
01/01/2008,-2.56666,-6.36,3.65,-0.9
01/02/2008,-4.70152,-3.09,-0.94,-0.24
01/03/2008,0.03268,-0.93,-0.14,0.95
01/04/2008,1.32906,4.6,-0.95,-1.64
01/05/2008,3.96177,1.86,-1.38,3.22
01/06/2008,-10.27186,-8.44,-2.42,1.28
01/07/2008,10.27966,-0.77,5.88,2.45
01/08/2008,8.08224,1.53,1.52,3.61
01/09/2008,-2.13408,-9.24,6.33,-1.16
01/10/2008,-24.2476,-17.23,-2.89,-2.32
01/11/2008,-19.82982,-7.86,-6.02,-2.96
01/12/2008,5.86739,1.74,-0.25,3.61
01/01/2009,-23.38549,-8.12,-11.18,0.08
01/02/2009,-19.87518,-10.1,-7.27,0.22
01/03/2009,13.81336,8.95,3.56,-0.08
01/04/2009,23.74588,10.19,5.53,4.77
01/05/2009,2.07488,5.21,-0.23,-2.34
01/06/2009,-0.0442,0.43,-2.72,2.62
01/07/2009,17.57136,7.72,5.28,2.07
01/08/2009,12.85021,3.33,7.75,-0.9
01/09/2009,8.43276,4.08,0.93,2.46
01/10/2009,-13.55243,-2.59,-4.18,-4.23
01/11/2009,2.29985,5.56,-0.17,-2.5
01/12/2009,10.31868,2.75,0,6.1
